Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
on-farm market,"Jul 29th, 2014",default-onfarmmarket-4-3.jpg,700798,SandStone Spring Vineyard,,Bobby Sloan,bobby.sloan@yahoo.com,405-830-8067,,,,,,,,"9211 Sloan Rd., Mustang , Oklahoma 73064",Oklahoma,Mustang,9211 Sloan Rd.,73064,-97.681907,35.374633,,
on-farm market,"Jul 30th, 2014",default-onfarmmarket-4-3.jpg,700429,Wind Drift Orchards,,Bill Spencer,winddriftorchards@gmail.com,(405) 454-6618 and (,www.winddriftorchards.com,https://www.facebook.com/pages/Wind-Drift-Orchards/465391816870294,,,,,,"19400 Ne 63rd Street 18499 NE 50th Street, Harrah, Oklahoma 73045",Oklahoma,Harrah,19400 Ne 63rd Street 18499 NE 50th Street,73045,-97.186475,35.535937,,
on-farm market,"Mar 2nd, 2015",default-onfarmmarket-4-3.jpg,701211,Vision Farms,,Vision Farms,Johnny8@cox.net,405-519-3996,http://vision-farms.org,https://www.facebook.com/visionfarms,,,,,,"12th and Vilas, Guthrie , Oklahoma 73044",Oklahoma,Guthrie,12th and Vilas,73044,-97.443558,35.875703,,
on-farm market,"Mar 7th, 2017",default-onfarmmarket-4-3.jpg,701393,Woods & Waters Winery & Vineyards & Berry Farm,,Alexis Kaiser,alexis@woodsandwaterswinery.com,405-757-7670,www.woodsandwaterswinery.com,Facebook.com/woodsandwaters/,,,,,,"17153 CR 1380, Anadarko, Oklahoma 73005",Oklahoma,Anadarko,17153 CR 1380,73005,-98.326276,35.013603,,
on-farm market,"May 7th, 2021",default-onfarmmarket-4-3.jpg,701599,800 Oaks Farm&Ranch,,Regina Smith,our800oaksranch@hotmail.com,405-473-6580,,https://www.facebook.com/800-Oaks-Farm-Ranch-362168957769623/?ref=py_c,,,,,,"53622 W 211th Road S, Depew, Oklahoma 74028",Oklahoma,Depew,53622 W 211th Road S,74028,-96.591224,35.855424,,
on-farm market,"Oct 1st, 2014",default-onfarmmarket-4-3.jpg,700435,Wild Rose Strawberry Farm,,,wildrosestrawberryfarm@gmail.com,918-785-2122,wild rose strawberry farm @g mail.com,,,,,,,"7645 N 429 Road, Adair, Oklahoma 74330",Oklahoma,Adair,7645 N 429 Road,74330,-95.368498,36.418079,,
on-farm market,"Oct 6th, 2014",default-onfarmmarket-4-3.jpg,701119,Crispin Murray Grey Grass-Fed Beef,,,beef@crispin-grassfedbeef.com,580-661-1637,http://crispin-grassfedbeef.com,,,,,,,"409 N 11th, Thomas, Oklahoma 73669",Oklahoma,Thomas,409 N 11th,73669,-98.751283,35.747020,,
on-farm market,"Sep 16th, 2014",default-onfarmmarket-4-3.jpg,700563,HoneyBear Ranch,,Sandra Harris,sandy@honeybear-ranch.com,580-584-6022,www.honeybear-ranch.com,HoneyBear Ranch,,,,,,"897 Redwood Road, Broken Bow, Oklahoma 74728",Oklahoma,Broken Bow,897 Redwood Road,74728,-94.774638,34.054489,,
on-farm market,"Sep 17th, 2014",default-onfarmmarket-4-3.jpg,700499,Whispering Springs Greenhouse,,david yates,davidyateswsg@gmail.com,405-863-1016,,,,,,,,"12647 SW 104th Street, Mustang, Oklahoma 73064",Oklahoma,Mustang,12647 SW 104th Street,73064,-97.754910,35.363025,,
on-farm market,"Sep 19th, 2014",default-onfarmmarket-4-3.jpg,700612,The Peppermint Dragon Herb and Oriental Gardens,,,okiedragon@yahoo.com,918-224-5337,,,,,,,,"7920 W 133 St So, Sapulpa, Oklahoma 74066",Oklahoma,Sapulpa,7920 W 133 St So,74066,-96.080329,35.970830,,
on-farm market,"Sep 9th, 2021",default-onfarmmarket-4-3.jpg,701614,"West Point Beef and Cattle Company, LLC",,SYLVIA K DEWITT,sylvia@westpointbeef.com,4057476262,https://westpointbeef.com/,https://www.facebook.com/westpointbeef,,,,,,"5900 N. West Point Road, Glencoe, Oklahoma 74032",Oklahoma,Glencoe,5900 N. West Point Road,74032,-96.855802,36.183214,,
