Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
on-farm market,"Feb 28th, 2020",default-onfarmmarket-4-3.jpg,701506,Helstrom Farms,,Jason Helstrom,jason@helstromfarms.com,2189696064,www.helstromfarms.com,"Helstrom Farms - Home | Facebookwww.facebook.com  Places  Hibbing, Minnesota  Farm",,,,,,"10955 South Townline Road, Hibbing, Minnesota 55746",Minnesota,Hibbing,10955 South Townline Road,55746,-92.831859,47.297397,,
on-farm market,"Feb 8th, 2015",default-onfarmmarket-4-3.jpg,701207,Ward Hilltop Farm,,William Patrick Ward,WardHilltopFarm@gmail.com,507-867-1601,https://wardhilltopfarm.shutterfly.com/,https://www.facebook.com/pages/Ward-Hilltop-Farm/701227939907497?ref=settings,,,,,,"26541 County 40, Chatfield , Minnesota 55923",Minnesota,Chatfield,26541 County 40,55923,-92.120479,43.840284,,
on-farm market,"Jan 19th, 2017",default-onfarmmarket-4-3.jpg,701384,Peaceful Pines Farm,,Bill Carpenter,peacefulpinesfarm@gmail.com,320-591-0007,peacefulpinesfarm.com,facebook.com/PeacefulPinesFarm,,,,,,"13650 Government Rd, Pine City, Minnesota 55063",Minnesota,Pine City,13650 Government Rd,55063,-92.934008,45.831203,,
on-farm market,"Jul 12th, 2016",default-onfarmmarket-4-3.jpg,701355,River Falls Ranch,,Nicole Peterson,riverfallsranch@hotmail.com,218-964-5370,,www.facebook.com/riverfallsranch,,,,,,"13500 150th Ave. SE, Saint Hilaire, Minnesota 56754",Minnesota,Saint Hilaire,13500 150th Ave. SE,56754,-96.159302,47.969608,,
on-farm market,"Jul 26th, 2014",default-onfarmmarket-4-3.jpg,700552,Minnesota Fresh Farm,,Sharon Johnson,sharon@minnesotafreshfarm.com,612-735-5459,www.minnesotafreshfarm.com,www.facebook.com/MinnesotaFreshFarm,,,,,,"20241 Highway 65, East Bethel, Minnesota 55011",Minnesota,East Bethel,20241 Highway 65,55011,-93.235380,45.334493,,
on-farm market,"Jul 26th, 2014",default-onfarmmarket-4-3.jpg,700579,Red Barn Orchard,,Jon Stachour,redbarnorchard@yahoo.com,218 8388185,www.redbarnorchard.com,,,,,,,"1365 44th Street South West, Pine River, Minnesota 56474",Minnesota,Pine River,1365 44th Street South West,56474,-94.354116,46.645768,,
on-farm market,"Jul 27th, 2014",default-onfarmmarket-4-3.jpg,700180,"Auntie Annie's Fields, LLC",,Elizabeth O,auntieanniesfields@gmail.com,507-645-4662,,https://www.facebook.com/auntieanniesfields,,,,,,"12456 Bagley Ave., Dundas, Minnesota 55019",Minnesota,Dundas,12456 Bagley Ave.,55019,-93.303168,44.408731,,
on-farm market,"Jul 27th, 2014",default-onfarmmarket-4-3.jpg,700330,Paradise Valley Buffalo Ranch,,Duane Hayes,info@bisonisbetter.com,218-694-2290,,,,,,,,"15132  346st, Bagley, Minnesota 56621",Minnesota,Bagley,15132  346st,56621,-95.457726,47.5072118,,
on-farm market,"Jul 27th, 2014",default-onfarmmarket-4-3.jpg,700377,Crow River Nursery,,Paul Saunders,crowriver2@aol.com,888-551-5630,www.crowrivernursery.com,,,,,,,"1339 County Road 6 Southwest, Howard Lake, Minnesota 55349",Minnesota,Howard Lake,1339 County Road 6 Southwest,55349,-94.073601,45.132957,,
on-farm market,"Jul 27th, 2014",default-onfarmmarket-4-3.jpg,700620,Nelson-Shine Produce,,Gretchen nelson,ng.nelson@hotmail.com,218-829-9084,www.nelsonshineproduce.com,www.facebook.com/pages/Nelson-Shine-Produce,,,,,,"2911 145th Avenue, Brainerd, Minnesota 56401",Minnesota,Brainerd,2911 145th Avenue,56401,-94.096183,46.1977690,,
on-farm market,"Jul 27th, 2014",default-onfarmmarket-4-3.jpg,700626,Blueberry Fields Of Stillwater,,,bev@blueberryfieldsofstillwater.com,651-351-0492,,,,,,,,"9450 Mendel Road North, Stillwater, Minnesota 55082",Minnesota,Stillwater,9450 Mendel Road North,55082,-92.852251,45.085194,,
on-farm market,"Jul 28th, 2014",default-onfarmmarket-4-3.jpg,700251,Minnesota Syrup Co.,,Paul Sutherland,Paul@mnsyrup.com,218-353-7514,www.mnsyrup.com,,,,,,,"5669 west park hill rd, Finland, Minnesota 55603",Minnesota,Finland,5669 west park hill rd,55603,-91.196107,47.415494,,
on-farm market,"Jul 30th, 2014",default-onfarmmarket-4-3.jpg,700090,Omega Maiden Oils,,Justin and Kathleen Smith,sales@omegamaidenoils.com,507-822-6100,www.omegamaidenoils.com,www.facebook.com/OmegaMaidenOils,,,,,www.OmegaMaidenOils.com/blog,"37574 County Road 11, Lamberton, Minnesota 56152",Minnesota,Lamberton,37574 County Road 11,56152,-95.327905,44.154267,,
on-farm market,"Jul 30th, 2014",default-onfarmmarket-4-3.jpg,700216,Sweetland Orchard,,Mike and Gretchen Perbix,sweetlandorchard@gmail.com,651-252-4337,http://sweetlandorchard.com,https://www.facebook.com/sweetlandorchard,https://twitter.com/sweetlandorchrd,,,,http://sweetlandorchard.com,"26205 Fairlawn Ave, Webster, Minnesota 55088",Minnesota,Webster,26205 Fairlawn Ave,55088,-93.460514,44.569636,,
on-farm market,"Jul 31st, 2014",default-onfarmmarket-4-3.jpg,700076,Little Hill Berry Farm,,Molly McGovern,info@littlehillberryfarm.com,,www.littlehillberryfarm.com,https://www.facebook.com/pages/Little-Hill-Berry-Farm/114731131926590,,,,,www.littlehillberryfarm.com,"4339 320th St W, Northfield, Minnesota 55057",Minnesota,Northfield,4339 320th St W,55057,-93.153468,44.485908,,
on-farm market,"Jun 20th, 2015",default-onfarmmarket-4-3.jpg,700686,Jake and Scout's Berry Farm,,Lise Herren,lise@jakeandscoutsberryfarm.com,218-821-1145,www.jakeandscoutsberryfarm.com,www.facebook.com/jakeandscoutsberryfarm,,,,,,"1822 County Road 29, Lake Shore, Minnesota 56468",Minnesota,Lake Shore,1822 County Road 29,56468,-94.378346,46.5291316,,
on-farm market,"Mar 29th, 2015",default-onfarmmarket-4-3.jpg,700379,Covered Bridge Farm,,Pete Larsen,coveredbridgefarm.mn@gmail.com,651-464-0735,www.coveredbridgefarm.net,,,,,,,"18655 Forest Blvd. N., Forest Lake, Minnesota 55025",Minnesota,Forest Lake,18655 Forest Blvd. N.,55025,-92.981095,45.219599,,
on-farm market,"Mar 29th, 2015",default-onfarmmarket-4-3.jpg,700993,Simple Harvest Farm Organics,,Kathy Zeman,kzeman@kmwb.net,507-664-9446,www.simpleharvestfarm.com,https://www.facebook.com/pages/Simple-Harvest-Farm-Organics/173674052675008,,,,,,"9800 155th Street East, Nerstrand, Minnesota 55053",Minnesota,Nerstrand,9800 155th Street East,55053,-93.105069,44.364147,,
on-farm market,"Mar 3rd, 2022",default-onfarmmarket-4-3.jpg,701642,Dancing the Land Farm Store,,Liz Dwyer,dancingtheland@gmail.com,3205582853,https://www.dancingtheland.com/,https://www.facebook.com/dancingtheland/,,,,,,"19485 Estes Road, Clearwater, Minnesota 55320",Minnesota,Clearwater,19485 Estes Road,55320,-94.153961,45.405741,,
on-farm market,"May 18th, 2015",default-onfarmmarket-4-3.jpg,701261,Woods' Edge Apples,,Joe & Laurie Schroeder,woodsedgeapples@msn.com,763-682-4409,http://www.localharvest.org/woods-edge-apples-orchard-M6311,https://www.facebook.com/pages/Woods-Edge-Apples/206645359389046,,,,,,"1901 50th St NE, Buffalo, Minnesota 55313",Minnesota,Buffalo,1901 50th St NE,55313,-93.848981,45.222802,,
on-farm market,"May 1st, 2015",default-onfarmmarket-4-3.jpg,700400,Blueberry Meadows / 5th Meadow,,Renie Lauer,blueberrymeadowspyo@gmail.com,218-398-4263,blueberrymeadows.com,http://facebook.com/pages/Blueberry-Meadows/119913568027370,https://www.twitter.com/bluemeadow5,,,,,"34625 8 Mile Rd, Grand Rapids, Minnesota 55744",Minnesota,Grand Rapids,34625 8 Mile Rd,55744,-93.591111,47.1183920,,
on-farm market,"Oct 2nd, 2014",default-onfarmmarket-4-3.jpg,701117,Brambleberry Farm,,Brambleberry Farm,jimfruth@charter.net,2185685477,www.brambleberryfruitfarm.com,,,,,,,"4002 Davis Street, Pequot Lakes, Minnesota 56472",Minnesota,Pequot Lakes,4002 Davis Street,56472,-94.320368,46.5937660,,
on-farm market,"Oct 6th, 2014",default-onfarmmarket-4-3.jpg,700564,Sam Kedem Nursery and Gardens,,Sam Kedem,sam@kedemgarden.com,651-437-7516,www.kedemgarden.com,,,,,,,"12414 191st Street East, Hastings, Minnesota 50033",Minnesota,Hastings,12414 191st Street East,50033,-92.856364,44.6691760,,
on-farm market,"Sep 17th, 2014",default-onfarmmarket-4-3.jpg,700078,Cornerstone Pines,,Chuck & Kathy Parker,info@cornerstonepineschristmastrees.com,320-732-3299,http://www.cornerstonepineschristmastrees.com/,https://www.facebook.com/pages/Cornerstone-Pines/203194103124691,,,,,http://www.cornerstonepineschristmastrees.com/pages/BLOG/,"19180 281st Ave, Grey Eagle, Minnesota 56336",Minnesota,Grey Eagle,19180 281st Ave,56336,-94.784708,45.907281,,
on-farm market,"Sep 25th, 2014",default-onfarmmarket-4-3.jpg,700030,Straight River Farm,,Bill Hein,info@straightriverfarm.com,507-334-2226,www.straightriverfarm.com,https://www.facebook.com/StraightRiverFarm,,,,,,"3733 220th St E, Faribault, Minnesota 55021",Minnesota,Faribault,3733 220th St E,55021,-93.228507,44.268815,,
on-farm market,"Sep 30th, 2014",default-onfarmmarket-4-3.jpg,700106,"Maple Hills Orchard, LLC",,Gary Goreham,maplehillsorchard@hotmail.com,218-844-5445,http://www.maplehillsorchard.com/,https://www.facebook.com/MapleHillsOrchard,,,,,,"29355 130 St, Frazee, Minnesota 56544",Minnesota,Frazee,29355 130 St,56544,-95.791331,46.759858,,
on-farm market,"Sep 30th, 2014",default-onfarmmarket-4-3.jpg,700375,Sunrise Sheep & Wool,,David Nelson,danelson@sunrisesheep.com,651-674-5920,www.sunrisesheep.com,https://www.facebook.com/sunrisesheep,,,,,,"38286 Kost Trail, Sunrise, Minnesota 55056",Minnesota,Sunrise,38286 Kost Trail,55056,-92.868231,45.502828,,
